"","x"
"13338","THAT delphina jaquard mini skirt is very very cute"
"13339","THIS Rossetti embroidered knit would be perfect for Autumn  <ed><U+00A0><U+00BC><ed><U+00BD><U+0082> #WINIT x"
"13340","love  THIS Rossetti embroidered knit"
"13341","I'd choose THIS Rosetti embroidered knit please. #WINIT"
"13342","THIS embroidered knit please! Love it! Fingers crossed <ed><U+00A0><U+00BE><ed><U+00B4><U+009E>"
"13343","I would absolutely love to win <U+2728>THAT <U+2728>"
"13344","I would LOVE THAT delphina jaquard mini skirt!! Perfect for the season and so pretty! <ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><U+2764>"
"13345","THIS Rossetti embroidered knit is beautiful <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13346","THIS Rossetti embroidered knit"
"13347","This!!! Love the knitted jumper. Fingers crossed... <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BC><ed><U+00BE><U+0089><ed><U+00A0><U+00BD><ed><U+00B1><U+008B><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"13348","Jump for the jumper please fab"
"13349","Liked and shared, love the knit, fab"
"13350","That <U+2764><U+FE0F> Perfect for autumn!"
"13351","This, would look great with jeans and boots"
"13352","This rossetti embroidered knit is just beautiful"
"13353","That is so beautiful liked and shared"
"13354","I absolutely love the THIS Rossetti embroidered knit. Would love to WIN IT."
"13355","This - gorgeous top"
"13356","That!! Would look great with some opaque tights."
"13357","THAT skirt is amazing. I'd love <U+2764><U+FE0F> to wear it x"
"13358","THIS Rossetti embroidered knit"
"13359","Love THIS embroidered knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13360","THIS  Rossetti embroidered knit"
"13361","THIS Rossetti embroidered knit  :)"
"13362","THIS embroidered jumper is.my pick <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"13363","THAT delphina jaquard mini skirt is <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> makes me want to throw on some chunky knit tights and my ankle boots! #WINIT  xx"
"13364","THIS Rossetti embroidered knit! It's lush"
"13365","THAT skirt is perfect for autumn winter. Love the embroidery detail <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13366","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> Perfect for winter"
"13367","Would love to win THIS Rossetti embroidered knit. It would be just perfect for the colder weather"
"13368","THAT delphina jaquard mini skirt is very lovely"
"13369","THIS Rossetti jumper is lovely"
"13370","THIS Rossetti embroidered knit xx"
"13371","Definately this please, #love <ed><U+00A0><U+00BC><ed><U+00BE><U+0080><ed><U+00A0><U+00BD><ed><U+00B8><U+009A>"
"13372","Love the Rossetti embroidered knit.  It is so pretty and would look great with almost anything <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"13373","The skirt please, been eyeing this up all week!<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13374","THAT skirt! I have the perfect jacket to go with it <U+2764><U+FE0F>"
"13375","THIS Rossetti embroidered knit for me please."
"13376","THIS Rossetti embroidered knit #WINIT"
"13377","THIS! Another floral jumper to add to my collection :) #WINIT"
"13378","That skirt is life <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> would look so great with tights and boots - wrapped up nice and cosy"
"13379","THIS Rossetti embroidered knit x"
"13380","THIS embroidered knit (although I love the skirt too...) <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B2><U+0090>"
"13381","Love both but if pushed I'd choose THIS!"
"13382","THIS Rossetti embroidered knit please"
"13383","THIS Rossetti embroidered knit. WIN IT."
"13384","I love both but would have to choose THIS knit! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13385","This one is probably the hardest to choose but I will say this!"
"13386","this, would look great with my new jeans x"
"13387","THIS Rossetti embroidered knit is my favourite<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13388","THAT delphina jaquard mini skirt would be amazing please"
"13389","THIS brooded knit. Perfect for autumn days <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13390","THIS love it beautiful happily liked shared thanks for the chance xx Linda Will Keal Emily Lewis"
"13391","The jacket would be great but they are both awesome liked and shared <ed><U+00A0><U+00BD><ed><U+00B2><U+0096> Gemma Stan Ayse Erdin"
"13392","THAT delphina jacquard mini skirt Anna Coffey"
"13393","The jumper is fab Susan Dineen <ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"13394","That Delphina mini is Soooo Cute! And you could style it with so many things xxx"
"13395","That"
"13396","This"
"13397","That"
"13398","The embroidered knit would look great"
"13399","Both!! But if I had to pick, this beautiful knit!"
"13400","Love the embroidered knit win it"
"13401","THIS Rossetti embroidered knit!"
"13402","Definitely the delphina jaquard mini skirt looks lovely!"
"13403","Love this the rosetti embroidered knit <ed><U+00A0><U+00BD><ed><U+00B9><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"13404","Love <U+2764><U+FE0F> THIS"
"13405","THIS Rossetti embroidered knit"
"13406","THIS is the perfect top"
"13407","THIS Rossetti embroidered knit :) Love it!"
"13408","The top looks fabulous.  I love the embroidery"
"13409","THIS Embroidered Knit! Though I also love That<ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"13410","Definitely the gorgeous embroidered knit <ed><U+00A0><U+00BD><ed><U+00B2><U+0095><U+263A><U+FE0F>"
"13411","THIS Rosetti embroidered knit x"
"13412","THIS Rossetti embroidered knit - perfect for the autumn! <ed><U+00A0><U+00BC><ed><U+00BD><U+0082><ed><U+00A0><U+00BC><ed><U+00BD><U+0081>"
"13413","THIS embroidered knit xx"
"13414","Definitely this , the knit is just perfect for autumn and winter <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> <ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"13415","THIS Rossetti embroidered knit"
"13416","This would be great for the colder weather and looks so pretty"
"13417","This rossetti embroidered knit"
"13418","I think I'd love to win the Rossetti knit :)"
"13419","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> love a pretty knit perfect with jeans and boots!"
"13420","This, perfect for Autumn!"
"13421","THIS beautiful knit I would love to wear it this Autumn"
"13422","THIS Rosetti embroidered knit.... this is my favourite time of year and I love filling my wardrobe with beautiful jumpers<ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B9><U+008F>"
"13423","would Love <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096>This th Rosetti embroidered knit.Thanks for opportunity to win <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"13424","This knit ;)"
"13425","Love that mini skirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13426","This Please - How lovely x"
"13427","Definitely that...stunning skirt"
"13428","THAT......please.
Thanks for the chance <U+2764><U+FE0F>"
"13429","THIS top is lovely <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"13430","THIS <U+2764><U+FE0F>"
"13431","Loved <ed><U+00A0><U+00BD><ed><U+00B6><U+00A4><ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B6><U+00A4> Shared
Mini Skirt <ed><U+00A0><U+00BD><ed><U+00B6><U+00A4><ed><U+00A0><U+00BD><ed><U+00B6><U+00A4><ed><U+00A0><U+00BD><ed><U+00B6><U+00A4>"
"13432","THAT

I love it!"
"13433","This for me please x"
"13434","THIS jumper is just gorgeous. Love it!"
"13435","This  <3"
"13436","Knit please 
RESHARING AGAIN"
"13437","Love the jumper"
"13438","THIS Rossetti embroidered knit <U+2665><U+FE0F>"
"13439","This love it"
"13440","THAT delphina jaquard mini skirt <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F>"
"13441","This ! I love the embroidered knit <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"13442","This embroidered knit"
"13443","THAT skirt, its gorgeous <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BE><ed><U+00B4><U+009E>"
"13444","That please"
"13445","Love This"
"13446","Loving That<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>
Stunning<ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BD>"
"13447","This please <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"13448","The knit jumper  x"
"13449","This top is fantastic <ed><U+00A0><U+00BD><ed><U+00B2><U+009A>"
"13450","THAT jacket <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13451","THAT beautiful skirt <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13452","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13453","THAT mini skirt is amazing ."
"13454","THAT. My daughter would love it!"
"13455","THIS for my mum <U+2764><U+FE0F>"
"13456","This! Gotta love a new knit <ed><U+00A0><U+00BD><ed><U+00B2><U+0099>"
"13457","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13458","Rossetti Embroidered Knit.  <U+2764><U+FE0F>.  Liked and shared."
"13459","THIS is gorgeous x"
"13460","This ."
"13461","THIS Rossetti embroidered knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13462","This Embroided knit x pretty x"
"13463","That..fab giveaway.<ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"13464","THAT. The skirt is gorgeous. <ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"13465","This liked shared lovely giveaway"
"13466","THIS Rossetti embroidered knit <3"
"13467","That <3 <£"
"13468","this please :)"
"13469","THIS lovely knit <U+2764><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8>"
"13470","THAT ... skirt is gorgeous, thanks"
"13471","THIS jumper - beautiful!"
"13472","THIS <3"
"13473","Love THIS. Perfect for Autumn. <ed><U+00A0><U+00BC><ed><U+00BC><U+00BA><ed><U+00A0><U+00BC><ed><U+00BC><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC><ed><U+00A0><U+00BC><ed><U+00BC><U+00B7><U+2698>"
"13474","This is lovely"
"13475","This please <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"13476","THAT please looks fab."
"13477","#THAT skirt is simply fab <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13478","This knit <U+2764><U+FE0F>"
"13479","I just HAVE to have THAT skirt <3"
"13480","I love the knit"
"13481","THAT delphina jaquard mini skirt"
"13482","Ohhhhhh I love THIS! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13483","That Delphina jacquard mini skirt <ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"13484","That skirt <U+2764><U+FE0F><U+2764><U+FE0F>"
"13485","#WINIT I'm loving this"
"13486","<U+2764><U+FE0F> THIS Rossetti embroidered knit"
"13487","Love THIS embroidered knit <3"
"13488","THAT <3"
"13489","This top please"
"13490","THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"13491","that. beautiful. #WINIT"
"13492","THAT mini skirt"
"13493","This wouldn't get away  with that! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+0089>"
"13494","THIS Rossetti Embroided knit"
"13495","THIS embroidered knit <3"
"13496","THIS please <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"13497","That!!
That skirt!!! Sweet love to my eyes<ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13498","THIS. I'm too old for the mini skirt!"
"13499","ooh loving THAT skirt :)"
"13500","this please x"
"13501","Thats please."
"13502","Deffo that xx"
"13503","THIS Rossetti embroidered knit  <3"
"13504","This please"
"13505","THAT  delphina jaquard mini skirt <U+2764>"
"13506","This knit"
"13507","That
Beautiful yes please!
Liked & shared!
<ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13508","Loveing THAT :) :) :) X"
"13509","This <U+2764><U+FE0F><U+FE0F>"
"13510","This xxx"
"13511","This knit!"
"13512","This, both are lovely"
"13513","That mini is gorgeous"
"13514","THIS Rossetti embroidered knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BE><ed><U+00B4><U+009E>"
"13515","This
Loving a jumper <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"13516","This it's lovely."
"13517","THAT <U+2764><U+FE0F>"
"13518","This x"
"13519","This x"
"13520","Oooh definitely That. Love any biker fashion"
"13521","THAT delphina jaquard mini skirt  please :)"
"13522","THAT skirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13523","This! Xx"
"13524","This <U+2764><U+FE0F>"
"13525","This :)"
"13526","THAT!!! Love a bit of THAT!"
"13527","That I love the skirt!"
"13528","THIS x"
"13529","This Rossetti Embroidered  knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC><ed><U+00A0><U+00BD><ed><U+00B2><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BC><ed><U+00BC><U+00BC><ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"13530","THIS please."
"13531","Oh my I love them both!
This <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"13532","THIS xx"
"13533","this x"
"13534","This <ed><U+00A0><U+00BC><ed><U+00BC><U+009F>"
"13535","THIS is lovely <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"13536","I love the mini skirt <ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B1><U+008C>"
"13537","THIS - it's a gorgeous top xx"
"13538","Love the Rossetti knit <ed><U+00A0><U+00BE><ed><U+00B4><U+0097>"
"13539","That please xx"
"13540","THIS <3"
"13541","This embroidered knit <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"13542","This! Rossetti embroidered knit"
"13543","THIS <U+2764><U+FE0F>"
"13544","THAT delphina jaquard mini skirt :)"
"13545","THIS knit"
"13546","THIS top please"
"13547","THIS is simply stunning"
"13548","Love THIS"
"13549","That skirt, please!!!!"
"13550","#WIN THAT..love the whole outfit..."
"13551","THIS - <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0098>"
"13552","THAT delphina jaquard mini skirt"
"13553","THIS embroidered knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"13554","THIS....just lovely <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13555","This pls"
"13556","THAT mini skirt!  So pretty <U+2764> xx"
"13557","love the knit"
"13558","This, please?"
"13559","This please"
"13560","THAT skirt is lovely <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"13561","definitely the that :)"
"13562","THIS <3"
"13563","THIS is gorgeous <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B2><U+00AB>"
"13564","THAT Delphina Jaquard Mini Skirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13565","Ooh THIS embroidered knit please... So beautiful! <U+2764><U+FE0F>"
"13566","That. It's lovely!"
"13567","THIS knit!"
"13568","This is nice x"
"13569","This embroidered knit <U+2764><U+FE0F>"
"13570","That is gorgeous"
"13571","This <ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"13572","THAT! Love love love this outfit combo!! <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"13573","This :)"
"13574","THIS knit <3 but both are lush x"
"13575","THAT is stunning!!"
"13576","that please"
"13577","this please"
"13578","THAT!"
"13579","I prefer THIS Rossetti knit <3"
"13580","THIS Rossetti knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13581","This xx"
"13582","THAT x"
"13583","that :)"
"13584","That <ed><U+00A0><U+00BD><ed><U+00B2><U+009F>"
"13585","that <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13586","THIS PLEASE."
"13587","THIS!"
"13588","THIS for me..."
"13589","This."
"13590","THAT... it’s the perfect work number"
"13591","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"13592","Thats its gorgeous"
"13593","That skirt!"
"13594","That x"
"13595","THIS Rossetti top"
"13596","Love THIS  knit  <U+2764><U+FE0F><U+2764><U+FE0F>"
"13597","THAT skirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #prettyplease <ed><U+00A0><U+00BD><ed><U+00B8><U+0089>"
"13598","This knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13599","THIS <U+2764><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"13600","That !"
"13601","I prefer THIS."
"13602","This for me please"
"13603","I <U+2764><U+FE0F> THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13604","So love that <U+2764><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B2><U+009C>"
"13605","Loving THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+0096>"
"13606","Again both but I'd pick the skirt :) xx"
"13607","this please x"
"13608","Definitely THAT! Or maybe THIS!? no, I think THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+00AC><U+2764><U+FE0F>"
"13609","That skirt!! <U+2764><U+FE0F><U+2764><U+FE0F>wow x"
"13610","This please."
"13611","That! It's gorgeous xx"
"13612","delphina jaquard mini skirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13613","The skirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13614","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> Love the skirt! <ed><U+00A0><U+00BE><ed><U+00B4><U+009E>"
"13615","THAT mini is lovely x"
"13616","Love This! Great for autumn!"
"13617","This knit"
"13618","This knit is gorgeous"
"13619","THAT MINI SKIRT X"
"13620","This!"
"13621","This<U+2764><U+FE0F>"
"13622","This love it"
"13623","That mini skirt"
"13624","I love THAT <U+2661>"
"13625","Love THIS"
"13626","That, too cute. #WINIT"
"13627","This!"
"13628","THIS :)"
"13629","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"13630","THIS Knit <ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+0097><ed><U+00A0><U+00BD><ed><U+00B2><U+0097>"
"13631","THAT delphina jacquard mini skirt"
"13632","THAT delphina jaquard mini skirt"
"13633","I love This Knit"
"13634","That embroidered skirt."
"13635","This <ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"13636","That! X"
"13637","This please"
"13638","THAT!"
"13639","THAT <3"
"13640","That obvs! <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"13641","Love THIS!"
"13642","I <3 That, very nice"
"13643","Love the Rossetti knit"
"13644","Love the knitted top. Gorgeous. Prefer This . Thanks"
"13645","Rosesetti embroidered knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13646","That skirt is gorgeous <U+2764><U+FE0F>"
"13647","#THIS knit is gorgeous <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><U+2764><U+FE0F> #winit"
"13648","This knit"
"13649","THIS Rossetti knit x"
"13650","Defiantly this <U+263A><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B2><U+0095><U+2764><U+FE0F>"
"13651","Love the Rosette embroided knit x"
"13652","that xx"
"13653","that please"
"13654","THIS <ed><U+00A0><U+00BD><ed><U+00B2><U+009D>"
"13655","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13656","THIS please!"
"13657","THAT delphina jacquard mini skirt"
"13658","The knit please <U+2B50><U+FE0F>"
"13659","THIS Rossetti Knit <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"13660","This sweater. I love a good jumper"
"13661","I love the Rossetti knit x"
"13662","Love THIS knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>"
"13663","That skirt"
"13664","This!! <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"13665","That is cute!"
"13666","That x"
"13667","This <3"
"13668","Adore THIS knit. Would love to #WINIT please! :)"
"13669","This! X"
"13670","THIS for me please x"
"13671","This xx"
"13672","This <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"13673","That skirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13674","THIS jumper :)"
"13675","THIS is gorgeous x"
"13676","THAT is stunning"
"13677","THAT delphina jaquard mini skirt"
"13678","Wow! This please."
"13679","That skirt !"
"13680","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13681","THAT it's gorgeous <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13682","Rossetti embroidered knit"
"13683","I love THIS"
"13684","That!"
"13685","That !"
"13686","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13687","THIS knit! It’s beautiful"
"13688","THIS is gorgeous"
"13689","This embroidered knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13690","THAT #WINIT"
"13691","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13692","That skirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13693","This <U+263A><U+FE0F><U+263A><U+FE0F><U+263A><U+FE0F>"
"13694","This Embroidered Knit <U+2764>"
"13695","That <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> pretty please <ed><U+00A0><U+00BE><ed><U+00B4><U+009E>"
"13696","Love THIS!"
"13697","This embroidered jumper"
"13698","embroidered knit :-)"
"13699","The knit top is lovely"
"13700","That skirt #winit"
"13701","This please . Beautiful jumper x"
"13702","THAT its gorgeous x"
"13703","that pls xx"
"13704","I love THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13705","THAT delphina jaquard mini skirt"
"13706","THAT delphina jacquard mini skirt"
"13707","I love THIS, it's beautiful! :O"
"13708","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> I really love it! #winit"
"13709","This <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"13710","THAT <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13711","THAT skirt"
"13712","That x"
"13713","That mini skirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13714","Has to be THAT skirt. Beautiful <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13715","That!! Skirt!!"
"13716","THAT skirt!!! <U+2764><U+2764><U+2764><U+2764> #WINIT"
"13717","THIS X"
"13718","This knit"
"13719","That!"
"13720","THAT. Love the whole outfit"
"13721","THIS knit please <ed><U+00A0><U+00BD><ed><U+00B2><U+0095>"
"13722","This please it's gorgeous"
"13723","THIS for wifey"
"13724","This x"
"13725","THIS please"
"13726","That!!!! But i like both x"
"13727","Love both this is fab <ed><U+00A0><U+00BD><ed><U+00B1><U+008C>"
"13728","Jumper for me <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"13729","This is so nice x"
"13730","This for me please :)"
"13731","This <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"13732","THIS...gorgeous!"
"13733","#This!"
"13734","THAT <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>"
"13735","Love this <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13736","THIS <U+2764><U+FE0F>"
"13737","This!!!"
"13738","THIS x"
"13739","THIS is gorgeous"
"13740","THIS jumper. Love it!"
"13741","<ed><U+00A0><U+00BD><ed><U+00B2><U+009E> THAT Delphina Jaquard Mini Skirt <ed><U+00A0><U+00BE><ed><U+00B4><U+009E><ed><U+00A0><U+00BD><ed><U+00B2><U+009E>"
"13742","THIS Rossetti embroidered knit <3"
"13743","Love THIS"
"13744","This. X"
"13745","This knit"
"13746","This <3"
"13747","this x"
"13748","That <ed><U+00A0><U+00BE><ed><U+00B4><U+009E><U+2764><U+FE0F>"
"13749","That skirt"
"13750","That, love the skirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13751","This! Xx"
"13752","This! <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> x #WINIT"
"13753","That please!"
"13754","This!"
"13755","Love the mini skirt x"
"13756","That <3"
"13757","This # WINIT <ed><U+00A0><U+00BC><ed><U+00BD><U+0080>"
"13758","That <U+2764><U+FE0F>"
"13759","this please"
"13760","That!!"
"13761","This!! <U+2764><U+FE0F>"
"13762","This please"
"13763","THIS please <ed><U+00A0><U+00BD><ed><U+00B8><U+0080>"
"13764","That skirt for sure!!"
"13765","I love the jacket."
"13766","This . Liked & Shared . Thankyou"
"13767","THAT skirt <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13768","THAT is beaut x"
"13769","THAT!"
"13770","THIS - love it!"
"13771","That skirt is gorgeous!"
"13772","This!"
"13773","Skirt<ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13774","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13775","This <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13776","THIS knit <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13777","THIS <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D>"
"13778","That! It's simply gorgeous."
"13779","THIS <3"
